index,period_start,period_end,symbol,source
SET100,2017-01-01,2017-06-30,BA,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BANPU,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BBL,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BCH,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BCP,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BDMS,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BEAUTY,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BEC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BEM,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BH,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BIG,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BLA,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BLAND,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,BTS,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,CBG,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,CENTEL,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,CHG,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,CK,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,CKP,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,COM7,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,CPALL,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,CPF,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,CPN,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,DELTA,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,DTAC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,EGCO,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,EPG,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,GLOBAL,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,GLOW,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,GPSC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,GUNKUL,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,HANA,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,HMPRO,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,ICHI,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,IFEC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,INTUCH,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,IRPC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,ITD,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,IVL,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,KAMART,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,KBANK,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,KCE,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,KKP,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,KTB,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,KTC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,LH,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,LHBANK,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,LPN,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,MAJOR,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,MINT,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,MTLS,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,PLANB,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,PSH,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,PTG,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,PTT,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,PTTEP,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,PTTGC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,QH,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,ROBINS,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,RS,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,S,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SAMART,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SAWAD,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SCB,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SCC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SCN,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SGP,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SIRI,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SPALI,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SPCG,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SPRC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,STEC,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,STPI,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,SUPER,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TASCO,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TCAP,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,THAI,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,THANI,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,THCOM,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TISCO,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TKN,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TMB,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TOP,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TPIPL,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TRUE,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TTA,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TTCL,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TTW,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TU,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,TVO,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,UNIQ,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,VGI,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,VIBHA,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,VNG,SET50_100_H1_2017_v2.pdf
SET100,2017-01-01,2017-06-30,WHA,SET50_100_H1_2017_v2.pdf
SET100,2017-07-01,2017-12-31,AAV,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,ADVANC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,AMATA,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,ANAN,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,AOT,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,AP,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BA,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BANPU,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BBL,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BCH,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BCP,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BCPG,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BDMS,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BEAUTY,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BEC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BEM,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BH,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BIG,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BJC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BLA,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BLAND,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BPP,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,BTS,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,CBG,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,CENTEL,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,CHG,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,CK,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,CKP,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,COM7,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,CPALL,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,CPF,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,CPN,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,DELTA,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,DTAC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,EA,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,EGCO,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,EPG,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,GFPT,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,GLOBAL,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,GLOW,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,GPSC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,GUNKUL,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,HMPRO,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,INTUCH,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,IRPC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,ITD,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,IVL,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,KBANK,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,KCE,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,KKP,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,KTB,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,KTC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,LH,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,LHBANK,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,LPN,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,MAJOR,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,MALEE,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,MEGA,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,MINT,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,MONO,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,MTLS,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,PLANB,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,PSH,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,PTG,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,PTL,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,PTT,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,PTTEP,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,PTTGC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,QH,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,RATCH,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,ROBINS,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,S,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,SAWAD,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,SCB,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,SCC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,SCCC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,SIRI,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,SPALI,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,SPRC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,STEC,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,STPI,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,SUPER,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TASCO,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TCAP,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,THAI,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,THANI,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,THCOM,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TISCO,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TKN,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TMB,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TOP,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TPIPL,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TRUE,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TTA,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TU,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,TVO,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,UNIQ,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,VGI,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,WHA,SET50_100_H2_2017.pdf
SET100,2017-07-01,2017-12-31,WORK,SET50_100_H2_2017.pdf
SET100,2018-01-01,2018-06-30,AAV,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,ADVANC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,AMATA,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,ANAN,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,AOT,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,AP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BA,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BANPU,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BBL,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BCH,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BCP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BCPG,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BDMS,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BEAUTY,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BEC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BEM,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BH,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BIG,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BJC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BLAND,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BPP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,BTS,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,CBG,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,CENTEL,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,CHG,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,CK,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,CKP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,COM7,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,CPALL,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,CPF,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,CPN,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,DTAC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,EA,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,EGCO,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,EPG,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,ESSO,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,GFPT,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,GGC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,GLOBAL,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,GPSC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,GUNKUL,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,HANA,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,HMPRO,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,INTUCH,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,IRPC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,ITD,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,IVL,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,JMART,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,JWD,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,KBANK,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,KCE,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,KKP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,KTB,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,KTC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,LH,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,LPN,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,MAJOR,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,MC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,MEGA,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,MINT,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,MONO,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,MTLS,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,ORI,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,PSH,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,PSL,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,PTG,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,PTT,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,PTTEP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,PTTGC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,QH,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,ROBINS,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,SAWAD,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,SCB,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,SCC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,SGP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,SIRI,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,SPALI,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,SPRC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,STA,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,STEC,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,SUPER,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TASCO,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TCAP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,THAI,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,THCOM,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TISCO,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TKN,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TMB,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TOP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TPIPL,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TPIPP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TRUE,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TTA,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TU,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,TVO,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,UNIQ,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,UV,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,WHA,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,WHAUP,SET50_100_H1_2018.pdf
SET100,2018-01-01,2018-06-30,WORK,SET50_100_H1_2018.pdf
SET100,2018-07-01,2018-12-31,AAV,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,ADVANC,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,AMATA,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,AOT,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,AP,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BANPU,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BBL,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BCH,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BCP,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BCPG,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BDMS,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BEAUTY,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BEM,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BGRIM,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BH,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BJC,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BLA,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BLAND,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BPP,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,BTS,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,CBG,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,CENTEL,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,CHG,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,CK,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,CKP,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,COM7,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,CPALL,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,CPF,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,CPN,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,DELTA,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,DTAC,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,EA,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,EGCO,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,EPG,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,ERW,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,ESSO,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,GFPT,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,GGC,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,GLOBAL,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,GLOW,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,GPSC,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,GUNKUL,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,HANA,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,HMPRO,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,INTUCH,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,IRPC,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,ITD,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,IVL,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,KBANK,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,KCE,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,KKP,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,KTB,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,KTC,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,LH,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,LPN,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,MAJOR,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,MEGA,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,MINT,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,MTC,SET50_100_H2_2018.pdf
SET100,2018-07-01,2018-12-31,ORI,SET50_100_H2_2018.pdf
